Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
06/27/2019 01:00:00 PM,59,53
06/27/2019 02:00:00 PM,72,47
06/27/2019 03:00:00 PM,105,81
06/27/2019 04:00:00 PM,251,110
06/27/2019 05:00:00 PM,470,162
06/27/2019 06:00:00 PM,334,121
06/27/2019 07:00:00 PM,135,72
06/27/2019 08:00:00 PM,89,53
06/27/2019 09:00:00 PM,43,39
06/27/2019 10:00:00 PM,20,16
06/27/2019 11:00:00 PM,16,15
06/28/2019 12:00:00 AM,6,9
06/28/2019 01:00:00 AM,3,3
06/28/2019 02:00:00 AM,0,1
06/28/2019 03:00:00 AM,2,1
06/28/2019 04:00:00 AM,5,3
06/28/2019 05:00:00 AM,23,17
06/28/2019 06:00:00 AM,76,77
06/28/2019 07:00:00 AM,185,214
06/28/2019 08:00:00 AM,310,241
06/28/2019 09:00:00 AM,227,141
06/28/2019 10:00:00 AM,120,69
06/28/2019 11:00:00 AM,85,68
06/28/2019 12:00:00 PM,89,47
06/28/2019 01:00:00 PM,115,62
06/28/2019 02:00:00 PM,110,61
06/28/2019 03:00:00 PM,174,87
06/28/2019 04:00:00 PM,382,137
06/28/2019 05:00:00 PM,477,176
06/28/2019 06:00:00 PM,283,138
06/28/2019 07:00:00 PM,158,65
06/28/2019 08:00:00 PM,98,66
06/28/2019 09:00:00 PM,64,36
06/28/2019 10:00:00 PM,30,21
06/28/2019 11:00:00 PM,22,13
06/29/2019 12:00:00 AM,17,11
06/29/2019 01:00:00 AM,6,5
06/29/2019 02:00:00 AM,1,2
06/29/2019 03:00:00 AM,2,3
06/29/2019 04:00:00 AM,1,0
06/29/2019 05:00:00 AM,10,9
06/29/2019 06:00:00 AM,22,9
06/29/2019 07:00:00 AM,31,26
06/29/2019 08:00:00 AM,61,51
06/29/2019 09:00:00 AM,84,65
06/29/2019 10:00:00 AM,90,75
06/29/2019 11:00:00 AM,148,105
06/29/2019 12:00:00 PM,158,114
06/29/2019 01:00:00 PM,156,137
06/29/2019 02:00:00 PM,163,145
06/29/2019 03:00:00 PM,145,137
06/29/2019 04:00:00 PM,174,134
06/29/2019 05:00:00 PM,130,122
06/29/2019 06:00:00 PM,103,107
06/29/2019 07:00:00 PM,73,57
06/29/2019 08:00:00 PM,63,51
06/29/2019 09:00:00 PM,45,41
06/29/2019 10:00:00 PM,40,17
06/29/2019 11:00:00 PM,25,12
06/30/2019 12:00:00 AM,18,9
06/30/2019 01:00:00 AM,10,11
06/30/2019 02:00:00 AM,7,8
06/30/2019 03:00:00 AM,0,2
06/30/2019 04:00:00 AM,2,1
06/30/2019 05:00:00 AM,4,5
06/30/2019 06:00:00 AM,16,10
06/30/2019 07:00:00 AM,25,19
06/30/2019 08:00:00 AM,56,54
06/30/2019 09:00:00 AM,92,77
06/30/2019 10:00:00 AM,141,117
06/30/2019 11:00:00 AM,148,182
06/30/2019 12:00:00 PM,187,149
06/30/2019 01:00:00 PM,190,148
06/30/2019 02:00:00 PM,199,116
06/30/2019 03:00:00 PM,216,145
06/30/2019 04:00:00 PM,183,148
06/30/2019 05:00:00 PM,148,84
06/30/2019 06:00:00 PM,139,68
06/30/2019 07:00:00 PM,77,58
06/30/2019 08:00:00 PM,58,72
06/30/2019 09:00:00 PM,32,31
06/30/2019 10:00:00 PM,30,20
06/30/2019 11:00:00 PM,15,7
07/01/2019 12:00:00 AM,5,5
07/01/2019 01:00:00 AM,3,3
07/01/2019 02:00:00 AM,2,1
07/01/2019 03:00:00 AM,1,1
07/01/2019 04:00:00 AM,10,2
07/01/2019 05:00:00 AM,25,30
07/01/2019 06:00:00 AM,92,78
07/01/2019 07:00:00 AM,252,246
07/01/2019 08:00:00 AM,429,323
07/01/2019 09:00:00 AM,237,178
07/01/2019 10:00:00 AM,117,75
07/01/2019 11:00:00 AM,81,76
07/01/2019 12:00:00 PM,83,61
07/01/2019 01:00:00 PM,90,70
07/01/2019 02:00:00 PM,110,56
07/01/2019 03:00:00 PM,134,100
07/01/2019 04:00:00 PM,391,141
07/01/2019 05:00:00 PM,704,196
07/01/2019 06:00:00 PM,408,190
07/01/2019 07:00:00 PM,193,109
07/01/2019 08:00:00 PM,108,78
07/01/2019 09:00:00 PM,60,58
07/01/2019 10:00:00 PM,38,23
07/01/2019 11:00:00 PM,21,11
07/02/2019 12:00:00 AM,5,4
07/02/2019 01:00:00 AM,1,1
07/02/2019 02:00:00 AM,7,0
07/02/2019 03:00:00 AM,3,1
07/02/2019 04:00:00 AM,6,6
07/02/2019 05:00:00 AM,20,22
07/02/2019 06:00:00 AM,89,89
07/02/2019 07:00:00 AM,195,203
07/02/2019 08:00:00 AM,329,238
07/02/2019 09:00:00 AM,180,133
07/02/2019 10:00:00 AM,63,38
07/02/2019 11:00:00 AM,53,38
07/02/2019 12:00:00 PM,61,36
07/02/2019 01:00:00 PM,45,26
07/02/2019 02:00:00 PM,58,30
07/02/2019 03:00:00 PM,66,30
07/02/2019 04:00:00 PM,198,57
07/02/2019 05:00:00 PM,442,129
07/02/2019 06:00:00 PM,267,80
07/02/2019 07:00:00 PM,81,33
07/02/2019 08:00:00 PM,40,18
07/02/2019 09:00:00 PM,24,15
07/02/2019 10:00:00 PM,13,6
07/02/2019 11:00:00 PM,6,10
07/03/2019 12:00:00 AM,3,2
07/03/2019 01:00:00 AM,2,1
07/03/2019 02:00:00 AM,0,0
07/03/2019 03:00:00 AM,1,0
07/03/2019 04:00:00 AM,2,5
07/03/2019 05:00:00 AM,19,28
07/03/2019 06:00:00 AM,69,64
07/03/2019 07:00:00 AM,189,147
07/03/2019 08:00:00 AM,256,189
07/03/2019 09:00:00 AM,169,118
07/03/2019 10:00:00 AM,53,43
07/03/2019 11:00:00 AM,56,39
07/03/2019 12:00:00 PM,59,31
07/03/2019 01:00:00 PM,69,65
07/03/2019 02:00:00 PM,92,42
07/03/2019 03:00:00 PM,184,98
07/03/2019 04:00:00 PM,299,128
07/03/2019 05:00:00 PM,435,151
07/03/2019 06:00:00 PM,249,136
07/03/2019 07:00:00 PM,131,73
07/03/2019 08:00:00 PM,69,44
07/03/2019 09:00:00 PM,49,42
07/03/2019 10:00:00 PM,37,24
07/03/2019 11:00:00 PM,18,18
07/04/2019 12:00:00 AM,9,5
07/04/2019 01:00:00 AM,5,6
07/04/2019 02:00:00 AM,2,5
07/04/2019 03:00:00 AM,3,1
07/04/2019 04:00:00 AM,3,1
07/04/2019 05:00:00 AM,5,3
07/04/2019 06:00:00 AM,23,17
07/04/2019 07:00:00 AM,28,24
07/04/2019 08:00:00 AM,65,50
07/04/2019 09:00:00 AM,72,68
07/04/2019 10:00:00 AM,92,82
07/04/2019 11:00:00 AM,122,93
07/04/2019 12:00:00 PM,127,130
07/04/2019 01:00:00 PM,198,109
07/04/2019 02:00:00 PM,207,144
07/04/2019 03:00:00 PM,171,118
07/04/2019 04:00:00 PM,195,115
07/04/2019 05:00:00 PM,157,138
07/04/2019 06:00:00 PM,162,119
07/04/2019 07:00:00 PM,164,108
07/04/2019 08:00:00 PM,125,85
07/04/2019 09:00:00 PM,82,91
07/04/2019 10:00:00 PM,69,44
07/04/2019 11:00:00 PM,200,120
07/05/2019 12:00:00 AM,32,28
07/05/2019 01:00:00 AM,12,6
07/05/2019 02:00:00 AM,6,4
07/05/2019 03:00:00 AM,2,3
07/05/2019 04:00:00 AM,4,1
07/05/2019 05:00:00 AM,10,20
07/05/2019 06:00:00 AM,37,31
07/05/2019 07:00:00 AM,64,64
07/05/2019 08:00:00 AM,110,77
07/05/2019 09:00:00 AM,114,55
07/05/2019 10:00:00 AM,56,56
07/05/2019 11:00:00 AM,79,60
07/05/2019 12:00:00 PM,96,59
07/05/2019 01:00:00 PM,90,69
07/05/2019 02:00:00 PM,108,59
07/05/2019 03:00:00 PM,164,85
07/05/2019 04:00:00 PM,183,80
07/05/2019 05:00:00 PM,192,100
07/05/2019 06:00:00 PM,141,61
07/05/2019 07:00:00 PM,60,52
07/05/2019 08:00:00 PM,41,24
07/05/2019 09:00:00 PM,29,29
07/05/2019 10:00:00 PM,20,16
07/05/2019 11:00:00 PM,13,13
07/06/2019 12:00:00 AM,12,5
07/06/2019 01:00:00 AM,2,1
07/06/2019 02:00:00 AM,4,1
07/06/2019 03:00:00 AM,5,2
07/06/2019 04:00:00 AM,2,6
07/06/2019 05:00:00 AM,9,5
07/06/2019 06:00:00 AM,23,14
07/06/2019 07:00:00 AM,37,18
07/06/2019 08:00:00 AM,41,31
07/06/2019 09:00:00 AM,53,51
07/06/2019 10:00:00 AM,101,119
07/06/2019 11:00:00 AM,129,85
07/06/2019 12:00:00 PM,133,123
07/06/2019 01:00:00 PM,125,117
07/06/2019 02:00:00 PM,177,127
07/06/2019 03:00:00 PM,171,134
07/06/2019 04:00:00 PM,157,145
07/06/2019 05:00:00 PM,117,114
07/06/2019 06:00:00 PM,122,76
07/06/2019 07:00:00 PM,79,61
07/06/2019 08:00:00 PM,50,34
07/06/2019 09:00:00 PM,47,26
07/06/2019 10:00:00 PM,34,14
07/06/2019 11:00:00 PM,16,19
07/07/2019 12:00:00 AM,20,4
07/07/2019 01:00:00 AM,8,5
07/07/2019 02:00:00 AM,4,6
07/07/2019 03:00:00 AM,1,0
07/07/2019 04:00:00 AM,2,2
07/07/2019 05:00:00 AM,3,1
07/07/2019 06:00:00 AM,13,3
07/07/2019 07:00:00 AM,27,16
07/07/2019 08:00:00 AM,29,27
07/07/2019 09:00:00 AM,46,42
07/07/2019 10:00:00 AM,75,79
07/07/2019 11:00:00 AM,88,111
07/07/2019 12:00:00 PM,148,91
07/07/2019 01:00:00 PM,137,96
07/07/2019 02:00:00 PM,137,114
07/07/2019 03:00:00 PM,92,111
07/07/2019 04:00:00 PM,92,100
07/07/2019 05:00:00 PM,61,54
07/07/2019 06:00:00 PM,60,43
07/07/2019 07:00:00 PM,27,25
07/07/2019 08:00:00 PM,8,9
07/07/2019 09:00:00 PM,14,6
07/07/2019 10:00:00 PM,6,9
07/07/2019 11:00:00 PM,7,5
07/08/2019 12:00:00 AM,3,2
07/08/2019 01:00:00 AM,2,1
07/08/2019 02:00:00 AM,0,1
07/08/2019 03:00:00 AM,0,0
07/08/2019 04:00:00 AM,2,3
07/08/2019 05:00:00 AM,20,23
07/08/2019 06:00:00 AM,69,61
07/08/2019 07:00:00 AM,228,199
07/08/2019 08:00:00 AM,321,288
07/08/2019 09:00:00 AM,192,131
07/08/2019 10:00:00 AM,84,52
07/08/2019 11:00:00 AM,52,40
07/08/2019 12:00:00 PM,52,34
07/08/2019 01:00:00 PM,74,58
07/08/2019 02:00:00 PM,59,56
07/08/2019 03:00:00 PM,118,66
07/08/2019 04:00:00 PM,297,140
07/08/2019 05:00:00 PM,613,194
07/08/2019 06:00:00 PM,372,171
07/08/2019 07:00:00 PM,171,102
07/08/2019 08:00:00 PM,123,63
07/08/2019 09:00:00 PM,55,38
07/08/2019 10:00:00 PM,44,19
07/08/2019 11:00:00 PM,15,6
07/09/2019 12:00:00 AM,5,4
07/09/2019 01:00:00 AM,2,2
07/09/2019 02:00:00 AM,4,0
07/09/2019 03:00:00 AM,2,0
07/09/2019 04:00:00 AM,3,6
07/09/2019 05:00:00 AM,33,21
07/09/2019 06:00:00 AM,103,108
07/09/2019 07:00:00 AM,296,258
07/09/2019 08:00:00 AM,358,317
07/09/2019 09:00:00 AM,245,157
07/09/2019 10:00:00 AM,78,60
07/09/2019 11:00:00 AM,56,58
07/09/2019 12:00:00 PM,72,44
07/09/2019 01:00:00 PM,80,65
07/09/2019 02:00:00 PM,87,39
07/09/2019 03:00:00 PM,129,81
07/09/2019 04:00:00 PM,328,127
07/09/2019 05:00:00 PM,671,217
07/09/2019 06:00:00 PM,351,148
07/09/2019 07:00:00 PM,159,50
07/09/2019 08:00:00 PM,84,43
07/09/2019 09:00:00 PM,29,29
07/09/2019 10:00:00 PM,22,4
07/09/2019 11:00:00 PM,13,3
07/10/2019 12:00:00 AM,7,3
07/10/2019 01:00:00 AM,3,0
07/10/2019 02:00:00 AM,0,1
07/10/2019 03:00:00 AM,0,3
07/10/2019 04:00:00 AM,3,5
07/10/2019 05:00:00 AM,20,12
07/10/2019 06:00:00 AM,48,46
07/10/2019 07:00:00 AM,163,145
07/10/2019 08:00:00 AM,215,168
07/10/2019 09:00:00 AM,127,94
07/10/2019 10:00:00 AM,65,37
07/10/2019 11:00:00 AM,24,38
07/10/2019 12:00:00 PM,49,26
07/10/2019 01:00:00 PM,27,23
07/10/2019 02:00:00 PM,35,24
07/10/2019 03:00:00 PM,44,26
07/10/2019 04:00:00 PM,171,73
07/10/2019 05:00:00 PM,411,139
07/10/2019 06:00:00 PM,289,117
07/10/2019 07:00:00 PM,139,78
07/10/2019 08:00:00 PM,86,43
07/10/2019 09:00:00 PM,47,29
07/10/2019 10:00:00 PM,13,26
07/10/2019 11:00:00 PM,17,7
07/11/2019 12:00:00 AM,4,6
07/11/2019 01:00:00 AM,5,1
07/11/2019 02:00:00 AM,3,2
07/11/2019 03:00:00 AM,2,3
07/11/2019 04:00:00 AM,2,6
07/11/2019 05:00:00 AM,34,16
07/11/2019 06:00:00 AM,88,83
07/11/2019 07:00:00 AM,276,230
07/11/2019 08:00:00 AM,423,312
07/11/2019 09:00:00 AM,229,163
07/11/2019 10:00:00 AM,111,67
07/11/2019 11:00:00 AM,59,64
07/11/2019 12:00:00 PM,87,64
07/11/2019 01:00:00 PM,88,67
07/11/2019 02:00:00 PM,88,64
07/11/2019 03:00:00 PM,138,73
07/11/2019 04:00:00 PM,385,137
07/11/2019 05:00:00 PM,651,220
07/11/2019 06:00:00 PM,355,196
07/11/2019 07:00:00 PM,207,120
07/11/2019 08:00:00 PM,130,87
07/11/2019 09:00:00 PM,69,56
07/11/2019 10:00:00 PM,39,30
07/11/2019 11:00:00 PM,19,6
07/12/2019 12:00:00 AM,10,4
07/12/2019 01:00:00 AM,6,5
07/12/2019 02:00:00 AM,2,2
07/12/2019 03:00:00 AM,0,2
07/12/2019 04:00:00 AM,8,4
07/12/2019 05:00:00 AM,13,11
07/12/2019 06:00:00 AM,96,69
07/12/2019 07:00:00 AM,222,189
07/12/2019 08:00:00 AM,334,256
07/12/2019 09:00:00 AM,217,156
07/12/2019 10:00:00 AM,68,58
07/12/2019 11:00:00 AM,74,68
07/12/2019 12:00:00 PM,92,62
07/12/2019 01:00:00 PM,105,86
07/12/2019 02:00:00 PM,134,77
07/12/2019 03:00:00 PM,206,132
07/12/2019 04:00:00 PM,406,139
07/12/2019 05:00:00 PM,517,213
07/12/2019 06:00:00 PM,296,153
07/12/2019 07:00:00 PM,170,110
07/12/2019 08:00:00 PM,97,64
07/12/2019 09:00:00 PM,72,52
07/12/2019 10:00:00 PM,53,30
07/12/2019 11:00:00 PM,23,15
07/13/2019 12:00:00 AM,16,17
07/13/2019 01:00:00 AM,10,7
07/13/2019 02:00:00 AM,6,3
07/13/2019 03:00:00 AM,6,3
07/13/2019 04:00:00 AM,29,6
07/13/2019 05:00:00 AM,39,17
07/13/2019 06:00:00 AM,35,11
07/13/2019 07:00:00 AM,39,24
07/13/2019 08:00:00 AM,44,47
07/13/2019 09:00:00 AM,82,62
07/13/2019 10:00:00 AM,98,97
07/13/2019 11:00:00 AM,121,84
07/13/2019 12:00:00 PM,135,124
07/13/2019 01:00:00 PM,154,130
07/13/2019 02:00:00 PM,165,145
07/13/2019 03:00:00 PM,119,122
07/13/2019 04:00:00 PM,145,128
07/13/2019 05:00:00 PM,120,102
07/13/2019 06:00:00 PM,95,81
07/13/2019 07:00:00 PM,84,66
07/13/2019 08:00:00 PM,49,54
07/13/2019 09:00:00 PM,34,29
07/13/2019 10:00:00 PM,30,30
07/13/2019 11:00:00 PM,28,14
07/14/2019 12:00:00 AM,10,11
07/14/2019 01:00:00 AM,10,6
07/14/2019 02:00:00 AM,5,2
07/14/2019 03:00:00 AM,3,0
07/14/2019 04:00:00 AM,3,1
07/14/2019 05:00:00 AM,7,1
07/14/2019 06:00:00 AM,19,8
07/14/2019 07:00:00 AM,31,21
07/14/2019 08:00:00 AM,70,44
07/14/2019 09:00:00 AM,85,62
07/14/2019 10:00:00 AM,77,82
07/14/2019 11:00:00 AM,140,97
07/14/2019 12:00:00 PM,178,114
07/14/2019 01:00:00 PM,175,120
07/14/2019 02:00:00 PM,158,139
07/14/2019 03:00:00 PM,163,123
07/14/2019 04:00:00 PM,178,150
07/14/2019 05:00:00 PM,131,105
07/14/2019 06:00:00 PM,104,75
07/14/2019 07:00:00 PM,76,86
07/14/2019 08:00:00 PM,64,46
07/14/2019 09:00:00 PM,30,42
07/14/2019 10:00:00 PM,30,16
07/14/2019 11:00:00 PM,16,8
07/15/2019 12:00:00 AM,1,7
07/15/2019 01:00:00 AM,7,4
07/15/2019 02:00:00 AM,1,4
07/15/2019 03:00:00 AM,0,1
07/15/2019 04:00:00 AM,6,4
07/15/2019 05:00:00 AM,34,33
07/15/2019 06:00:00 AM,94,78
07/15/2019 07:00:00 AM,239,236
07/15/2019 08:00:00 AM,383,325
07/15/2019 09:00:00 AM,224,161
07/15/2019 10:00:00 AM,84,42
07/15/2019 11:00:00 AM,48,42
07/15/2019 12:00:00 PM,41,35
07/15/2019 01:00:00 PM,41,37
07/15/2019 02:00:00 PM,59,42
07/15/2019 03:00:00 PM,117,56
07/15/2019 04:00:00 PM,308,115
07/15/2019 05:00:00 PM,640,175
07/15/2019 06:00:00 PM,371,147
07/15/2019 07:00:00 PM,151,91
07/15/2019 08:00:00 PM,97,43
07/15/2019 09:00:00 PM,46,22
07/15/2019 10:00:00 PM,20,19
07/15/2019 11:00:00 PM,13,16
07/16/2019 12:00:00 AM,2,2
07/16/2019 01:00:00 AM,0,3
07/16/2019 02:00:00 AM,2,1
07/16/2019 03:00:00 AM,0,3
07/16/2019 04:00:00 AM,5,4
07/16/2019 05:00:00 AM,27,17
07/16/2019 06:00:00 AM,101,89
07/16/2019 07:00:00 AM,283,284
07/16/2019 08:00:00 AM,443,349
07/16/2019 09:00:00 AM,228,158
07/16/2019 10:00:00 AM,86,77
07/16/2019 11:00:00 AM,89,58
07/16/2019 12:00:00 PM,57,63
07/16/2019 01:00:00 PM,89,55
07/16/2019 02:00:00 PM,89,69
07/16/2019 03:00:00 PM,148,68
07/16/2019 04:00:00 PM,375,162
07/16/2019 05:00:00 PM,682,232
07/16/2019 06:00:00 PM,412,185
07/16/2019 07:00:00 PM,221,117
07/16/2019 08:00:00 PM,140,74
07/16/2019 09:00:00 PM,61,50
07/16/2019 10:00:00 PM,30,21
07/16/2019 11:00:00 PM,16,10
07/17/2019 12:00:00 AM,6,7
07/17/2019 01:00:00 AM,4,2
07/17/2019 02:00:00 AM,3,4
07/17/2019 03:00:00 AM,2,2
07/17/2019 04:00:00 AM,5,10
07/17/2019 05:00:00 AM,24,19
07/17/2019 06:00:00 AM,58,64
07/17/2019 07:00:00 AM,169,171
07/17/2019 08:00:00 AM,299,212
07/17/2019 09:00:00 AM,199,133
07/17/2019 10:00:00 AM,81,61
07/17/2019 11:00:00 AM,49,51
07/17/2019 12:00:00 PM,39,54
07/17/2019 01:00:00 PM,54,24
07/17/2019 02:00:00 PM,64,24
07/17/2019 03:00:00 PM,93,48
07/17/2019 04:00:00 PM,241,109
07/17/2019 05:00:00 PM,500,172
07/17/2019 06:00:00 PM,311,122
07/17/2019 07:00:00 PM,125,83
07/17/2019 08:00:00 PM,74,54
07/17/2019 09:00:00 PM,37,34
07/17/2019 10:00:00 PM,23,16
07/17/2019 11:00:00 PM,11,7
07/18/2019 12:00:00 AM,6,3
07/18/2019 01:00:00 AM,2,6
07/18/2019 02:00:00 AM,1,0
07/18/2019 03:00:00 AM,2,1
07/18/2019 04:00:00 AM,5,5
07/18/2019 05:00:00 AM,29,18
07/18/2019 06:00:00 AM,83,74
07/18/2019 07:00:00 AM,207,200
07/18/2019 08:00:00 AM,372,277
07/18/2019 09:00:00 AM,220,159
07/18/2019 10:00:00 AM,93,66
07/18/2019 11:00:00 AM,88,62
07/18/2019 12:00:00 PM,69,59
07/18/2019 01:00:00 PM,81,73
07/18/2019 02:00:00 PM,100,66
07/18/2019 03:00:00 PM,122,98
07/18/2019 04:00:00 PM,299,130
07/18/2019 05:00:00 PM,596,178
07/18/2019 06:00:00 PM,327,123
07/18/2019 07:00:00 PM,114,78
07/18/2019 08:00:00 PM,70,35
07/18/2019 09:00:00 PM,37,14
07/18/2019 10:00:00 PM,9,8
07/18/2019 11:00:00 PM,8,5
07/19/2019 12:00:00 AM,5,1
07/19/2019 01:00:00 AM,5,2
07/19/2019 02:00:00 AM,1,0
07/19/2019 03:00:00 AM,3,3
07/19/2019 04:00:00 AM,3,3
07/19/2019 05:00:00 AM,21,13
07/19/2019 06:00:00 AM,84,71
07/19/2019 07:00:00 AM,186,177
07/19/2019 08:00:00 AM,325,218
07/19/2019 09:00:00 AM,193,126
07/19/2019 10:00:00 AM,79,55
07/19/2019 11:00:00 AM,86,57
07/19/2019 12:00:00 PM,101,50
07/19/2019 01:00:00 PM,93,64
07/19/2019 02:00:00 PM,125,110
07/19/2019 03:00:00 PM,194,109
07/19/2019 04:00:00 PM,345,155
07/19/2019 05:00:00 PM,482,158
07/19/2019 06:00:00 PM,283,117
07/19/2019 07:00:00 PM,142,107
07/19/2019 08:00:00 PM,96,54
07/19/2019 09:00:00 PM,54,44
07/19/2019 10:00:00 PM,53,20
07/19/2019 11:00:00 PM,23,17
07/20/2019 12:00:00 AM,18,8
07/20/2019 01:00:00 AM,13,13
07/20/2019 02:00:00 AM,7,4
07/20/2019 03:00:00 AM,0,4
07/20/2019 04:00:00 AM,4,0
07/20/2019 05:00:00 AM,4,6
07/20/2019 06:00:00 AM,17,10
07/20/2019 07:00:00 AM,35,26
07/20/2019 08:00:00 AM,62,45
07/20/2019 09:00:00 AM,95,73
07/20/2019 10:00:00 AM,115,73
07/20/2019 11:00:00 AM,124,111
07/20/2019 12:00:00 PM,165,153
07/20/2019 01:00:00 PM,221,121
07/20/2019 02:00:00 PM,135,124
07/20/2019 03:00:00 PM,150,131
07/20/2019 04:00:00 PM,154,139
07/20/2019 05:00:00 PM,133,85
07/20/2019 06:00:00 PM,109,86
07/20/2019 07:00:00 PM,84,89
07/20/2019 08:00:00 PM,74,43
07/20/2019 09:00:00 PM,36,30
07/20/2019 10:00:00 PM,33,27
07/20/2019 11:00:00 PM,43,20
07/21/2019 12:00:00 AM,15,7
07/21/2019 01:00:00 AM,13,5
07/21/2019 02:00:00 AM,6,1
07/21/2019 03:00:00 AM,3,2
07/21/2019 04:00:00 AM,3,1
07/21/2019 05:00:00 AM,5,4
07/21/2019 06:00:00 AM,16,9
07/21/2019 07:00:00 AM,29,32
07/21/2019 08:00:00 AM,59,51
07/21/2019 09:00:00 AM,76,66
07/21/2019 10:00:00 AM,109,113
07/21/2019 11:00:00 AM,144,154
07/21/2019 12:00:00 PM,130,128
07/21/2019 01:00:00 PM,163,124
07/21/2019 02:00:00 PM,155,133
07/21/2019 03:00:00 PM,157,149
07/21/2019 04:00:00 PM,119,132
07/21/2019 05:00:00 PM,95,91
07/21/2019 06:00:00 PM,83,81
07/21/2019 07:00:00 PM,64,55
07/21/2019 08:00:00 PM,55,44
07/21/2019 09:00:00 PM,60,30
07/21/2019 10:00:00 PM,22,15
07/21/2019 11:00:00 PM,19,6
07/22/2019 12:00:00 AM,7,3
07/22/2019 01:00:00 AM,0,2
07/22/2019 02:00:00 AM,2,0
07/22/2019 03:00:00 AM,6,3
07/22/2019 04:00:00 AM,9,6
07/22/2019 05:00:00 AM,26,27
07/22/2019 06:00:00 AM,106,89
07/22/2019 07:00:00 AM,289,274
07/22/2019 08:00:00 AM,433,343
07/22/2019 09:00:00 AM,242,173
07/22/2019 10:00:00 AM,112,81
07/22/2019 11:00:00 AM,63,43
07/22/2019 12:00:00 PM,70,66
07/22/2019 01:00:00 PM,79,56
07/22/2019 02:00:00 PM,101,52
07/22/2019 03:00:00 PM,150,99
07/22/2019 04:00:00 PM,394,153
07/22/2019 05:00:00 PM,700,177
07/22/2019 06:00:00 PM,463,150
07/22/2019 07:00:00 PM,214,116
07/22/2019 08:00:00 PM,114,62
07/22/2019 09:00:00 PM,62,38
07/22/2019 10:00:00 PM,31,17
07/22/2019 11:00:00 PM,12,14
07/23/2019 12:00:00 AM,6,4
07/23/2019 01:00:00 AM,7,2
07/23/2019 02:00:00 AM,4,3
07/23/2019 03:00:00 AM,1,2
07/23/2019 04:00:00 AM,10,5
07/23/2019 05:00:00 AM,33,22
07/23/2019 06:00:00 AM,101,90
07/23/2019 07:00:00 AM,330,264
07/23/2019 08:00:00 AM,424,350
07/23/2019 09:00:00 AM,255,187
07/23/2019 10:00:00 AM,125,80
07/23/2019 11:00:00 AM,64,65
07/23/2019 12:00:00 PM,92,55
07/23/2019 01:00:00 PM,67,50
07/23/2019 02:00:00 PM,82,41
07/23/2019 03:00:00 PM,139,69
07/23/2019 04:00:00 PM,371,137
07/23/2019 05:00:00 PM,676,224
07/23/2019 06:00:00 PM,463,196
07/23/2019 07:00:00 PM,188,83
07/23/2019 08:00:00 PM,113,74
07/23/2019 09:00:00 PM,58,49
07/23/2019 10:00:00 PM,29,22
07/23/2019 11:00:00 PM,12,15
07/24/2019 12:00:00 AM,10,3
07/24/2019 01:00:00 AM,5,4
07/24/2019 02:00:00 AM,3,0
07/24/2019 03:00:00 AM,5,1
07/24/2019 04:00:00 AM,7,7
07/24/2019 05:00:00 AM,23,31
07/24/2019 06:00:00 AM,99,115
07/24/2019 07:00:00 AM,296,238
07/24/2019 08:00:00 AM,426,326
07/24/2019 09:00:00 AM,249,171
07/24/2019 10:00:00 AM,101,66
07/24/2019 11:00:00 AM,94,56
07/24/2019 12:00:00 PM,72,63
07/24/2019 01:00:00 PM,80,73
07/24/2019 02:00:00 PM,105,55
07/24/2019 03:00:00 PM,133,73
07/24/2019 04:00:00 PM,394,167
07/24/2019 05:00:00 PM,700,220
07/24/2019 06:00:00 PM,468,182
07/24/2019 07:00:00 PM,216,112
07/24/2019 08:00:00 PM,110,82
07/24/2019 09:00:00 PM,58,58
07/24/2019 10:00:00 PM,33,28
07/24/2019 11:00:00 PM,22,17
07/25/2019 12:00:00 AM,5,16
07/25/2019 01:00:00 AM,8,6
07/25/2019 02:00:00 AM,6,3
07/25/2019 03:00:00 AM,5,3
07/25/2019 04:00:00 AM,0,7
07/25/2019 05:00:00 AM,32,29
07/25/2019 06:00:00 AM,94,88
07/25/2019 07:00:00 AM,248,248
07/25/2019 08:00:00 AM,420,307
07/25/2019 09:00:00 AM,249,169
07/25/2019 10:00:00 AM,116,81
07/25/2019 11:00:00 AM,87,69
07/25/2019 12:00:00 PM,83,68
07/25/2019 01:00:00 PM,77,90
07/25/2019 02:00:00 PM,75,60
07/25/2019 03:00:00 PM,189,83
07/25/2019 04:00:00 PM,357,187
07/25/2019 05:00:00 PM,681,228
07/25/2019 06:00:00 PM,386,171
07/25/2019 07:00:00 PM,204,97
07/25/2019 08:00:00 PM,155,117
07/25/2019 09:00:00 PM,82,50
07/25/2019 10:00:00 PM,28,28
07/25/2019 11:00:00 PM,27,15
07/26/2019 12:00:00 AM,9,4
07/26/2019 01:00:00 AM,6,1
07/26/2019 02:00:00 AM,0,1
07/26/2019 03:00:00 AM,3,1
07/26/2019 04:00:00 AM,6,6
07/26/2019 05:00:00 AM,19,15
07/26/2019 06:00:00 AM,93,72
07/26/2019 07:00:00 AM,224,213
07/26/2019 08:00:00 AM,386,255
07/26/2019 09:00:00 AM,215,147
07/26/2019 10:00:00 AM,118,77
07/26/2019 11:00:00 AM,77,65
07/26/2019 12:00:00 PM,120,74
07/26/2019 01:00:00 PM,102,65
07/26/2019 02:00:00 PM,150,91
