Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
01/30/2019 02:00:00 AM,1,1
01/30/2019 03:00:00 AM,1,0
01/30/2019 04:00:00 AM,4,7
01/30/2019 05:00:00 AM,24,14
01/30/2019 06:00:00 AM,42,65
01/30/2019 07:00:00 AM,177,181
01/30/2019 08:00:00 AM,251,216
01/30/2019 09:00:00 AM,136,107
01/30/2019 10:00:00 AM,56,41
01/30/2019 11:00:00 AM,36,27
01/30/2019 12:00:00 PM,52,21
01/30/2019 01:00:00 PM,33,31
01/30/2019 02:00:00 PM,55,31
01/30/2019 03:00:00 PM,93,41
01/30/2019 04:00:00 PM,206,86
01/30/2019 05:00:00 PM,424,116
01/30/2019 06:00:00 PM,239,98
01/30/2019 07:00:00 PM,85,42
01/30/2019 08:00:00 PM,39,25
01/30/2019 09:00:00 PM,52,23
01/30/2019 10:00:00 PM,25,13
01/30/2019 11:00:00 PM,4,3
01/31/2019 12:00:00 AM,1,1
01/31/2019 01:00:00 AM,3,1
01/31/2019 02:00:00 AM,0,0
01/31/2019 03:00:00 AM,3,0
01/31/2019 04:00:00 AM,2,8
01/31/2019 05:00:00 AM,28,27
01/31/2019 06:00:00 AM,45,48
01/31/2019 07:00:00 AM,155,170
01/31/2019 08:00:00 AM,262,212
01/31/2019 09:00:00 AM,128,97
01/31/2019 10:00:00 AM,46,31
01/31/2019 11:00:00 AM,49,46
01/31/2019 12:00:00 PM,38,44
01/31/2019 01:00:00 PM,35,43
01/31/2019 02:00:00 PM,44,28
01/31/2019 03:00:00 PM,97,60
01/31/2019 04:00:00 PM,219,84
01/31/2019 05:00:00 PM,399,106
01/31/2019 06:00:00 PM,246,68
01/31/2019 07:00:00 PM,94,40
01/31/2019 08:00:00 PM,33,32
01/31/2019 09:00:00 PM,27,18
01/31/2019 10:00:00 PM,16,13
01/31/2019 11:00:00 PM,6,7
02/01/2019 12:00:00 AM,2,0
02/01/2019 01:00:00 AM,5,3
02/01/2019 02:00:00 AM,0,0
02/01/2019 03:00:00 AM,2,0
02/01/2019 04:00:00 AM,4,3
02/01/2019 05:00:00 AM,13,13
02/01/2019 06:00:00 AM,28,24
02/01/2019 07:00:00 AM,86,90
02/01/2019 08:00:00 AM,145,128
02/01/2019 09:00:00 AM,72,55
02/01/2019 10:00:00 AM,33,23
02/01/2019 11:00:00 AM,14,12
02/01/2019 12:00:00 PM,14,12
02/01/2019 01:00:00 PM,16,23
02/01/2019 02:00:00 PM,17,12
02/01/2019 03:00:00 PM,47,25
02/01/2019 04:00:00 PM,122,40
02/01/2019 05:00:00 PM,252,75
02/01/2019 06:00:00 PM,127,43
02/01/2019 07:00:00 PM,66,22
02/01/2019 08:00:00 PM,34,11
02/01/2019 09:00:00 PM,11,7
02/01/2019 10:00:00 PM,7,8
02/01/2019 11:00:00 PM,7,3
02/02/2019 12:00:00 AM,8,5
02/02/2019 01:00:00 AM,4,3
02/02/2019 02:00:00 AM,0,6
02/02/2019 03:00:00 AM,3,0
02/02/2019 04:00:00 AM,2,0
02/02/2019 05:00:00 AM,5,4
02/02/2019 06:00:00 AM,16,21
02/02/2019 07:00:00 AM,47,36
02/02/2019 08:00:00 AM,37,28
02/02/2019 09:00:00 AM,57,30
02/02/2019 10:00:00 AM,65,54
02/02/2019 11:00:00 AM,47,58
02/02/2019 12:00:00 PM,68,72
02/02/2019 01:00:00 PM,60,63
02/02/2019 02:00:00 PM,68,50
02/02/2019 03:00:00 PM,70,62
02/02/2019 04:00:00 PM,76,54
02/02/2019 05:00:00 PM,60,26
02/02/2019 06:00:00 PM,45,17
02/02/2019 07:00:00 PM,15,4
02/02/2019 08:00:00 PM,11,13
02/02/2019 09:00:00 PM,12,9
02/02/2019 10:00:00 PM,3,3
02/02/2019 11:00:00 PM,4,2
02/03/2019 12:00:00 AM,6,4
02/03/2019 01:00:00 AM,4,1
02/03/2019 02:00:00 AM,1,0
02/03/2019 03:00:00 AM,0,0
02/03/2019 04:00:00 AM,4,0
02/03/2019 05:00:00 AM,3,2
02/03/2019 06:00:00 AM,7,14
02/03/2019 07:00:00 AM,184,325
02/03/2019 08:00:00 AM,332,537
02/03/2019 09:00:00 AM,357,190
02/03/2019 10:00:00 AM,620,48
02/03/2019 11:00:00 AM,619,60
02/03/2019 12:00:00 PM,165,56
02/03/2019 01:00:00 PM,71,37
02/03/2019 02:00:00 PM,36,33
02/03/2019 03:00:00 PM,10,13
02/03/2019 04:00:00 PM,13,11
02/03/2019 05:00:00 PM,6,6
02/03/2019 06:00:00 PM,1,2
02/03/2019 07:00:00 PM,4,4
02/03/2019 08:00:00 PM,6,4
02/03/2019 09:00:00 PM,1,3
02/03/2019 10:00:00 PM,1,1
02/03/2019 11:00:00 PM,1,2
02/04/2019 12:00:00 AM,0,2
02/04/2019 01:00:00 AM,1,1
02/04/2019 02:00:00 AM,0,0
02/04/2019 03:00:00 AM,0,1
02/04/2019 04:00:00 AM,0,0
02/04/2019 05:00:00 AM,3,4
02/04/2019 06:00:00 AM,6,3
02/04/2019 07:00:00 AM,15,7
02/04/2019 08:00:00 AM,16,13
02/04/2019 09:00:00 AM,11,6
02/04/2019 10:00:00 AM,6,3
02/04/2019 11:00:00 AM,8,5
02/04/2019 12:00:00 PM,4,3
02/04/2019 01:00:00 PM,2,2
02/04/2019 02:00:00 PM,9,5
02/04/2019 03:00:00 PM,17,8
02/04/2019 04:00:00 PM,24,11
02/04/2019 05:00:00 PM,23,6
02/04/2019 06:00:00 PM,13,4
02/04/2019 07:00:00 PM,7,4
02/04/2019 08:00:00 PM,0,3
02/04/2019 09:00:00 PM,0,3
02/04/2019 10:00:00 PM,0,0
02/04/2019 11:00:00 PM,0,1
02/05/2019 12:00:00 AM,0,0
02/05/2019 01:00:00 AM,0,0
02/05/2019 02:00:00 AM,0,0
02/05/2019 03:00:00 AM,0,0
02/05/2019 04:00:00 AM,0,1
02/05/2019 05:00:00 AM,2,1
02/05/2019 06:00:00 AM,1,7
02/05/2019 07:00:00 AM,11,9
02/05/2019 08:00:00 AM,21,12
02/05/2019 09:00:00 AM,16,14
02/05/2019 10:00:00 AM,6,7
02/05/2019 11:00:00 AM,15,3
02/05/2019 12:00:00 PM,6,2
02/05/2019 01:00:00 PM,2,6
02/05/2019 02:00:00 PM,11,8
02/05/2019 03:00:00 PM,14,18
02/05/2019 04:00:00 PM,24,14
02/05/2019 05:00:00 PM,40,10
02/05/2019 06:00:00 PM,19,11
02/05/2019 07:00:00 PM,11,6
02/05/2019 08:00:00 PM,5,2
02/05/2019 09:00:00 PM,4,2
02/05/2019 10:00:00 PM,1,2
02/05/2019 11:00:00 PM,0,0
02/06/2019 12:00:00 AM,0,2
02/06/2019 01:00:00 AM,0,0
02/06/2019 02:00:00 AM,0,0
02/06/2019 03:00:00 AM,0,0
02/06/2019 04:00:00 AM,1,3
02/06/2019 05:00:00 AM,7,5
02/06/2019 06:00:00 AM,4,13
02/06/2019 07:00:00 AM,38,25
02/06/2019 08:00:00 AM,54,49
02/06/2019 09:00:00 AM,36,29
02/06/2019 10:00:00 AM,20,12
02/06/2019 11:00:00 AM,19,9
02/06/2019 12:00:00 PM,10,12
02/06/2019 01:00:00 PM,6,13
02/06/2019 02:00:00 PM,17,13
02/06/2019 03:00:00 PM,21,21
02/06/2019 04:00:00 PM,51,27
02/06/2019 05:00:00 PM,105,24
02/06/2019 06:00:00 PM,66,19
02/06/2019 07:00:00 PM,26,5
02/06/2019 08:00:00 PM,10,9
02/06/2019 09:00:00 PM,6,4
02/06/2019 10:00:00 PM,2,6
02/06/2019 11:00:00 PM,2,1
02/07/2019 12:00:00 AM,0,0
02/07/2019 01:00:00 AM,0,0
02/07/2019 02:00:00 AM,1,0
02/07/2019 03:00:00 AM,1,1
02/07/2019 04:00:00 AM,0,3
02/07/2019 05:00:00 AM,7,5
02/07/2019 06:00:00 AM,8,23
02/07/2019 07:00:00 AM,53,58
02/07/2019 08:00:00 AM,93,72
02/07/2019 09:00:00 AM,50,43
02/07/2019 10:00:00 AM,23,16
02/07/2019 11:00:00 AM,18,12
02/07/2019 12:00:00 PM,13,20
02/07/2019 01:00:00 PM,15,14
02/07/2019 02:00:00 PM,20,12
02/07/2019 03:00:00 PM,31,24
02/07/2019 04:00:00 PM,69,28
02/07/2019 05:00:00 PM,145,41
02/07/2019 06:00:00 PM,99,21
02/07/2019 07:00:00 PM,33,16
02/07/2019 08:00:00 PM,17,20
02/07/2019 09:00:00 PM,8,10
02/07/2019 10:00:00 PM,4,10
02/07/2019 11:00:00 PM,4,4
02/08/2019 12:00:00 AM,5,2
02/08/2019 01:00:00 AM,0,0
02/08/2019 02:00:00 AM,0,0
02/08/2019 03:00:00 AM,0,2
02/08/2019 04:00:00 AM,2,1
02/08/2019 05:00:00 AM,5,4
02/08/2019 06:00:00 AM,8,16
02/08/2019 07:00:00 AM,39,35
02/08/2019 08:00:00 AM,64,39
02/08/2019 09:00:00 AM,35,24
02/08/2019 10:00:00 AM,16,18
02/08/2019 11:00:00 AM,18,9
02/08/2019 12:00:00 PM,50,15
02/08/2019 01:00:00 PM,82,25
02/08/2019 02:00:00 PM,37,9
02/08/2019 03:00:00 PM,34,14
02/08/2019 04:00:00 PM,21,7
02/08/2019 05:00:00 PM,24,10
02/08/2019 06:00:00 PM,11,1
02/08/2019 07:00:00 PM,4,2
02/08/2019 08:00:00 PM,3,2
02/08/2019 09:00:00 PM,3,2
02/08/2019 10:00:00 PM,0,1
02/08/2019 11:00:00 PM,0,4
02/09/2019 12:00:00 AM,2,0
02/09/2019 01:00:00 AM,0,0
02/09/2019 02:00:00 AM,1,0
02/09/2019 03:00:00 AM,1,3
02/09/2019 04:00:00 AM,1,0
02/09/2019 05:00:00 AM,0,0
02/09/2019 06:00:00 AM,1,0
02/09/2019 07:00:00 AM,1,1
02/09/2019 08:00:00 AM,2,0
02/09/2019 09:00:00 AM,1,1
02/09/2019 10:00:00 AM,1,2
02/09/2019 11:00:00 AM,3,0
02/09/2019 12:00:00 PM,9,0
02/09/2019 01:00:00 PM,2,2
02/09/2019 02:00:00 PM,6,0
02/09/2019 03:00:00 PM,2,0
02/09/2019 04:00:00 PM,5,3
02/09/2019 05:00:00 PM,5,1
02/09/2019 06:00:00 PM,2,1
02/09/2019 07:00:00 PM,0,0
02/09/2019 08:00:00 PM,1,0
02/09/2019 09:00:00 PM,2,1
02/09/2019 10:00:00 PM,0,2
02/09/2019 11:00:00 PM,0,2
02/10/2019 12:00:00 AM,0,0
02/10/2019 01:00:00 AM,0,0
02/10/2019 02:00:00 AM,0,0
02/10/2019 03:00:00 AM,0,0
02/10/2019 04:00:00 AM,0,0
02/10/2019 05:00:00 AM,0,1
02/10/2019 06:00:00 AM,0,0
02/10/2019 07:00:00 AM,0,0
02/10/2019 08:00:00 AM,0,2
02/10/2019 09:00:00 AM,0,0
02/10/2019 10:00:00 AM,2,1
02/10/2019 11:00:00 AM,1,3
02/10/2019 12:00:00 PM,0,0
02/10/2019 01:00:00 PM,1,2
02/10/2019 02:00:00 PM,0,5
02/10/2019 03:00:00 PM,1,1
02/10/2019 04:00:00 PM,1,3
02/10/2019 05:00:00 PM,3,0
02/10/2019 06:00:00 PM,1,0
02/10/2019 07:00:00 PM,0,2
02/10/2019 08:00:00 PM,0,2
02/10/2019 09:00:00 PM,1,0
02/10/2019 10:00:00 PM,1,3
02/10/2019 11:00:00 PM,0,1
02/11/2019 12:00:00 AM,0,0
02/11/2019 01:00:00 AM,0,1
02/11/2019 02:00:00 AM,0,0
02/11/2019 03:00:00 AM,0,0
02/11/2019 04:00:00 AM,0,0
02/11/2019 05:00:00 AM,0,2
02/11/2019 06:00:00 AM,1,1
02/11/2019 07:00:00 AM,7,6
02/11/2019 08:00:00 AM,5,4
02/11/2019 09:00:00 AM,3,3
02/11/2019 10:00:00 AM,6,1
02/11/2019 11:00:00 AM,2,0
02/11/2019 12:00:00 PM,3,1
02/11/2019 01:00:00 PM,3,1
02/11/2019 02:00:00 PM,4,2
02/11/2019 03:00:00 PM,5,1
02/11/2019 04:00:00 PM,8,4
02/11/2019 05:00:00 PM,16,4
02/11/2019 06:00:00 PM,6,1
02/11/2019 07:00:00 PM,0,0
02/11/2019 08:00:00 PM,0,0
02/11/2019 09:00:00 PM,0,0
02/11/2019 10:00:00 PM,0,0
02/11/2019 11:00:00 PM,0,0
02/12/2019 12:00:00 AM,0,0
02/12/2019 01:00:00 AM,0,0
02/12/2019 02:00:00 AM,0,0
02/12/2019 03:00:00 AM,0,0
02/12/2019 04:00:00 AM,0,0
02/12/2019 05:00:00 AM,0,0
02/12/2019 06:00:00 AM,0,0
02/12/2019 07:00:00 AM,1,4
02/12/2019 08:00:00 AM,7,8
02/12/2019 09:00:00 AM,5,2
02/12/2019 10:00:00 AM,1,4
02/12/2019 11:00:00 AM,2,2
02/12/2019 12:00:00 PM,3,2
02/12/2019 01:00:00 PM,2,1
02/12/2019 02:00:00 PM,5,0
02/12/2019 03:00:00 PM,5,2
02/12/2019 04:00:00 PM,9,3
02/12/2019 05:00:00 PM,16,3
02/12/2019 06:00:00 PM,11,6
02/12/2019 07:00:00 PM,8,4
02/12/2019 08:00:00 PM,2,2
02/12/2019 09:00:00 PM,2,1
02/12/2019 10:00:00 PM,0,0
02/12/2019 11:00:00 PM,0,0
02/13/2019 12:00:00 AM,0,1
02/13/2019 01:00:00 AM,1,0
02/13/2019 02:00:00 AM,0,0
02/13/2019 03:00:00 AM,0,0
02/13/2019 04:00:00 AM,1,2
02/13/2019 05:00:00 AM,1,2
02/13/2019 06:00:00 AM,7,6
02/13/2019 07:00:00 AM,22,18
02/13/2019 08:00:00 AM,44,32
02/13/2019 09:00:00 AM,32,26
02/13/2019 10:00:00 AM,23,11
02/13/2019 11:00:00 AM,11,6
02/13/2019 12:00:00 PM,9,2
02/13/2019 01:00:00 PM,11,6
02/13/2019 02:00:00 PM,4,9
02/13/2019 03:00:00 PM,15,8
02/13/2019 04:00:00 PM,34,9
02/13/2019 05:00:00 PM,83,28
02/13/2019 06:00:00 PM,59,14
02/13/2019 07:00:00 PM,19,9
02/13/2019 08:00:00 PM,12,8
02/13/2019 09:00:00 PM,6,1
02/13/2019 10:00:00 PM,4,0
02/13/2019 11:00:00 PM,4,0
02/14/2019 12:00:00 AM,2,3
02/14/2019 01:00:00 AM,2,0
02/14/2019 02:00:00 AM,0,0
02/14/2019 03:00:00 AM,1,0
02/14/2019 04:00:00 AM,1,2
02/14/2019 05:00:00 AM,3,5
02/14/2019 06:00:00 AM,6,18
02/14/2019 07:00:00 AM,38,36
02/14/2019 08:00:00 AM,70,63
02/14/2019 09:00:00 AM,48,26
02/14/2019 10:00:00 AM,23,17
02/14/2019 11:00:00 AM,17,15
02/14/2019 12:00:00 PM,14,8
02/14/2019 01:00:00 PM,6,7
02/14/2019 02:00:00 PM,10,8
02/14/2019 03:00:00 PM,18,13
02/14/2019 04:00:00 PM,53,23
02/14/2019 05:00:00 PM,124,31
02/14/2019 06:00:00 PM,70,27
02/14/2019 07:00:00 PM,28,8
02/14/2019 08:00:00 PM,9,8
02/14/2019 09:00:00 PM,5,3
02/14/2019 10:00:00 PM,3,3
02/14/2019 11:00:00 PM,5,1
02/15/2019 12:00:00 AM,6,1
02/15/2019 01:00:00 AM,1,2
02/15/2019 02:00:00 AM,2,0
02/15/2019 03:00:00 AM,0,0
02/15/2019 04:00:00 AM,5,1
02/15/2019 05:00:00 AM,7,5
02/15/2019 06:00:00 AM,12,17
02/15/2019 07:00:00 AM,63,63
02/15/2019 08:00:00 AM,94,99
02/15/2019 09:00:00 AM,72,25
02/15/2019 10:00:00 AM,29,21
02/15/2019 11:00:00 AM,15,13
02/15/2019 12:00:00 PM,17,19
02/15/2019 01:00:00 PM,19,15
02/15/2019 02:00:00 PM,21,20
02/15/2019 03:00:00 PM,46,32
02/15/2019 04:00:00 PM,100,32
02/15/2019 05:00:00 PM,170,57
02/15/2019 06:00:00 PM,92,30
02/15/2019 07:00:00 PM,32,13
02/15/2019 08:00:00 PM,15,5
02/15/2019 09:00:00 PM,11,9
02/15/2019 10:00:00 PM,12,8
02/15/2019 11:00:00 PM,4,7
02/16/2019 12:00:00 AM,7,4
02/16/2019 01:00:00 AM,3,2
02/16/2019 02:00:00 AM,2,1
02/16/2019 03:00:00 AM,0,1
02/16/2019 04:00:00 AM,1,0
02/16/2019 05:00:00 AM,2,0
02/16/2019 06:00:00 AM,2,7
02/16/2019 07:00:00 AM,10,6
02/16/2019 08:00:00 AM,14,16
02/16/2019 09:00:00 AM,16,13
02/16/2019 10:00:00 AM,16,17
02/16/2019 11:00:00 AM,14,28
02/16/2019 12:00:00 PM,22,16
02/16/2019 01:00:00 PM,23,13
02/16/2019 02:00:00 PM,20,18
02/16/2019 03:00:00 PM,17,19
02/16/2019 04:00:00 PM,18,6
02/16/2019 05:00:00 PM,6,6
02/16/2019 06:00:00 PM,13,5
02/16/2019 07:00:00 PM,3,2
02/16/2019 08:00:00 PM,4,2
02/16/2019 09:00:00 PM,3,2
02/16/2019 10:00:00 PM,11,3
02/16/2019 11:00:00 PM,3,3
02/17/2019 12:00:00 AM,4,0
02/17/2019 01:00:00 AM,1,0
02/17/2019 02:00:00 AM,1,0
02/17/2019 03:00:00 AM,2,0
02/17/2019 04:00:00 AM,2,0
02/17/2019 05:00:00 AM,1,0
02/17/2019 06:00:00 AM,3,1
02/17/2019 07:00:00 AM,7,6
02/17/2019 08:00:00 AM,14,8
02/17/2019 09:00:00 AM,19,14
02/17/2019 10:00:00 AM,20,31
02/17/2019 11:00:00 AM,28,34
02/17/2019 12:00:00 PM,34,30
02/17/2019 01:00:00 PM,46,31
02/17/2019 02:00:00 PM,26,33
02/17/2019 03:00:00 PM,30,32
02/17/2019 04:00:00 PM,41,38
02/17/2019 05:00:00 PM,29,20
02/17/2019 06:00:00 PM,14,14
02/17/2019 07:00:00 PM,11,8
02/17/2019 08:00:00 PM,4,2
02/17/2019 09:00:00 PM,2,2
02/17/2019 10:00:00 PM,6,3
02/17/2019 11:00:00 PM,5,1
02/18/2019 12:00:00 AM,0,1
02/18/2019 01:00:00 AM,1,1
02/18/2019 02:00:00 AM,1,1
02/18/2019 03:00:00 AM,0,4
02/18/2019 04:00:00 AM,3,2
02/18/2019 05:00:00 AM,4,7
02/18/2019 06:00:00 AM,14,15
02/18/2019 07:00:00 AM,50,41
02/18/2019 08:00:00 AM,89,69
02/18/2019 09:00:00 AM,66,40
02/18/2019 10:00:00 AM,38,18
02/18/2019 11:00:00 AM,21,20
02/18/2019 12:00:00 PM,19,21
02/18/2019 01:00:00 PM,22,28
02/18/2019 02:00:00 PM,47,33
02/18/2019 03:00:00 PM,48,35
02/18/2019 04:00:00 PM,74,36
02/18/2019 05:00:00 PM,144,51
02/18/2019 06:00:00 PM,92,30
02/18/2019 07:00:00 PM,40,10
02/18/2019 08:00:00 PM,14,10
02/18/2019 09:00:00 PM,7,6
02/18/2019 10:00:00 PM,8,5
02/18/2019 11:00:00 PM,2,4
02/19/2019 12:00:00 AM,3,0
02/19/2019 01:00:00 AM,0,0
02/19/2019 02:00:00 AM,2,0
02/19/2019 03:00:00 AM,1,1
02/19/2019 04:00:00 AM,2,4
02/19/2019 05:00:00 AM,15,14
02/19/2019 06:00:00 AM,36,43
02/19/2019 07:00:00 AM,111,118
02/19/2019 08:00:00 AM,158,132
02/19/2019 09:00:00 AM,97,62
02/19/2019 10:00:00 AM,28,31
02/19/2019 11:00:00 AM,25,15
02/19/2019 12:00:00 PM,22,20
02/19/2019 01:00:00 PM,25,13
02/19/2019 02:00:00 PM,14,18
02/19/2019 03:00:00 PM,52,20
02/19/2019 04:00:00 PM,131,45
02/19/2019 05:00:00 PM,244,63
02/19/2019 06:00:00 PM,169,52
02/19/2019 07:00:00 PM,62,26
02/19/2019 08:00:00 PM,20,11
02/19/2019 09:00:00 PM,14,13
02/19/2019 10:00:00 PM,4,5
02/19/2019 11:00:00 PM,3,2
02/20/2019 12:00:00 AM,1,0
02/20/2019 01:00:00 AM,1,0
02/20/2019 02:00:00 AM,0,1
02/20/2019 03:00:00 AM,0,1
02/20/2019 04:00:00 AM,1,4
02/20/2019 05:00:00 AM,15,13
02/20/2019 06:00:00 AM,35,37
02/20/2019 07:00:00 AM,112,109
02/20/2019 08:00:00 AM,175,155
02/20/2019 09:00:00 AM,78,61
02/20/2019 10:00:00 AM,36,24
02/20/2019 11:00:00 AM,29,29
02/20/2019 12:00:00 PM,24,23
02/20/2019 01:00:00 PM,22,13
02/20/2019 02:00:00 PM,29,20
02/20/2019 03:00:00 PM,48,32
02/20/2019 04:00:00 PM,122,57
02/20/2019 05:00:00 PM,252,88
02/20/2019 06:00:00 PM,171,65
02/20/2019 07:00:00 PM,52,30
02/20/2019 08:00:00 PM,30,17
02/20/2019 09:00:00 PM,16,11
02/20/2019 10:00:00 PM,18,8
02/20/2019 11:00:00 PM,4,2
02/21/2019 12:00:00 AM,3,1
02/21/2019 01:00:00 AM,3,0
02/21/2019 02:00:00 AM,1,0
02/21/2019 03:00:00 AM,2,1
02/21/2019 04:00:00 AM,0,7
02/21/2019 05:00:00 AM,13,16
02/21/2019 06:00:00 AM,32,35
02/21/2019 07:00:00 AM,104,119
02/21/2019 08:00:00 AM,191,157
02/21/2019 09:00:00 AM,99,70
02/21/2019 10:00:00 AM,46,49
02/21/2019 11:00:00 AM,42,35
02/21/2019 12:00:00 PM,51,30
02/21/2019 01:00:00 PM,32,41
02/21/2019 02:00:00 PM,44,33
02/21/2019 03:00:00 PM,79,49
02/21/2019 04:00:00 PM,172,55
02/21/2019 05:00:00 PM,277,111
02/21/2019 06:00:00 PM,183,74
02/21/2019 07:00:00 PM,71,23
02/21/2019 08:00:00 PM,50,12
02/21/2019 09:00:00 PM,16,15
02/21/2019 10:00:00 PM,28,8
02/21/2019 11:00:00 PM,10,4
02/22/2019 12:00:00 AM,2,2
02/22/2019 01:00:00 AM,1,0
02/22/2019 02:00:00 AM,1,0
02/22/2019 03:00:00 AM,0,3
02/22/2019 04:00:00 AM,5,4
02/22/2019 05:00:00 AM,14,4
02/22/2019 06:00:00 AM,21,35
02/22/2019 07:00:00 AM,88,89
02/22/2019 08:00:00 AM,138,126
02/22/2019 09:00:00 AM,85,78
02/22/2019 10:00:00 AM,32,17
02/22/2019 11:00:00 AM,15,13
02/22/2019 12:00:00 PM,15,6
02/22/2019 01:00:00 PM,19,11
02/22/2019 02:00:00 PM,23,6
02/22/2019 03:00:00 PM,48,17
02/22/2019 04:00:00 PM,105,34
02/22/2019 05:00:00 PM,209,73
02/22/2019 06:00:00 PM,102,46
02/22/2019 07:00:00 PM,56,17
02/22/2019 08:00:00 PM,18,11
02/22/2019 09:00:00 PM,20,11
02/22/2019 10:00:00 PM,13,10
02/22/2019 11:00:00 PM,5,5
02/23/2019 12:00:00 AM,3,6
02/23/2019 01:00:00 AM,1,4
02/23/2019 02:00:00 AM,3,1
02/23/2019 03:00:00 AM,0,0
02/23/2019 04:00:00 AM,4,1
02/23/2019 05:00:00 AM,0,0
02/23/2019 06:00:00 AM,2,7
02/23/2019 07:00:00 AM,14,9
02/23/2019 08:00:00 AM,22,12
02/23/2019 09:00:00 AM,22,14
02/23/2019 10:00:00 AM,29,19
02/23/2019 11:00:00 AM,34,34
02/23/2019 12:00:00 PM,36,31
02/23/2019 01:00:00 PM,32,30
02/23/2019 02:00:00 PM,38,21
02/23/2019 03:00:00 PM,21,22
02/23/2019 04:00:00 PM,31,29
02/23/2019 05:00:00 PM,29,19
02/23/2019 06:00:00 PM,10,8
02/23/2019 07:00:00 PM,6,5
02/23/2019 08:00:00 PM,9,2
02/23/2019 09:00:00 PM,1,3
02/23/2019 10:00:00 PM,4,6
02/23/2019 11:00:00 PM,5,4
02/24/2019 12:00:00 AM,3,6
02/24/2019 01:00:00 AM,5,1
02/24/2019 02:00:00 AM,1,5
02/24/2019 03:00:00 AM,0,0
02/24/2019 04:00:00 AM,1,0
02/24/2019 05:00:00 AM,1,2
02/24/2019 06:00:00 AM,7,13
02/24/2019 07:00:00 AM,18,20
02/24/2019 08:00:00 AM,34,35
02/24/2019 09:00:00 AM,24,31
02/24/2019 10:00:00 AM,13,19
02/24/2019 11:00:00 AM,27,33
02/24/2019 12:00:00 PM,44,37
02/24/2019 01:00:00 PM,65,61
02/24/2019 02:00:00 PM,51,47
02/24/2019 03:00:00 PM,63,24
02/24/2019 04:00:00 PM,39,41
02/24/2019 05:00:00 PM,37,26
02/24/2019 06:00:00 PM,18,12
02/24/2019 07:00:00 PM,11,16
02/24/2019 08:00:00 PM,6,4
02/24/2019 09:00:00 PM,7,5
02/24/2019 10:00:00 PM,7,4
02/24/2019 11:00:00 PM,8,1
02/25/2019 12:00:00 AM,2,0
02/25/2019 01:00:00 AM,1,1
02/25/2019 02:00:00 AM,1,0
02/25/2019 03:00:00 AM,2,1
02/25/2019 04:00:00 AM,6,4
02/25/2019 05:00:00 AM,16,8
02/25/2019 06:00:00 AM,31,50
02/25/2019 07:00:00 AM,127,154
02/25/2019 08:00:00 AM,225,184
02/25/2019 09:00:00 AM,114,94
02/25/2019 10:00:00 AM,38,49
02/25/2019 11:00:00 AM,37,24
02/25/2019 12:00:00 PM,25,28
02/25/2019 01:00:00 PM,27,33
02/25/2019 02:00:00 PM,40,23
02/25/2019 03:00:00 PM,63,45
02/25/2019 04:00:00 PM,169,64
02/25/2019 05:00:00 PM,343,104
02/25/2019 06:00:00 PM,194,85
02/25/2019 07:00:00 PM,80,30
02/25/2019 08:00:00 PM,37,23
02/25/2019 09:00:00 PM,13,21
02/25/2019 10:00:00 PM,12,5
02/25/2019 11:00:00 PM,7,3
02/26/2019 12:00:00 AM,4,1
02/26/2019 01:00:00 AM,0,0
02/26/2019 02:00:00 AM,1,0
02/26/2019 03:00:00 AM,0,4
02/26/2019 04:00:00 AM,2,7
02/26/2019 05:00:00 AM,17,10
02/26/2019 06:00:00 AM,40,50
02/26/2019 07:00:00 AM,150,168
02/26/2019 08:00:00 AM,247,211
02/26/2019 09:00:00 AM,114,89
02/26/2019 10:00:00 AM,50,41
02/26/2019 11:00:00 AM,29,42
02/26/2019 12:00:00 PM,36,30
02/26/2019 01:00:00 PM,35,21
02/26/2019 02:00:00 PM,47,31
02/26/2019 03:00:00 PM,64,54
02/26/2019 04:00:00 PM,168,58
02/26/2019 05:00:00 PM,354,90
02/26/2019 06:00:00 PM,231,70
02/26/2019 07:00:00 PM,83,32
02/26/2019 08:00:00 PM,37,25
02/26/2019 09:00:00 PM,19,17
02/26/2019 10:00:00 PM,11,7
02/26/2019 11:00:00 PM,5,1
02/27/2019 12:00:00 AM,4,0
02/27/2019 01:00:00 AM,3,0
02/27/2019 02:00:00 AM,0,1
02/27/2019 03:00:00 AM,1,3
02/27/2019 04:00:00 AM,3,3
02/27/2019 05:00:00 AM,16,12
02/27/2019 06:00:00 AM,38,46
02/27/2019 07:00:00 AM,127,134
02/27/2019 08:00:00 AM,208,170
02/27/2019 09:00:00 AM,103,93
02/27/2019 10:00:00 AM,36,39
02/27/2019 11:00:00 AM,25,22
02/27/2019 12:00:00 PM,28,27
02/27/2019 01:00:00 PM,24,16
02/27/2019 02:00:00 PM,33,27
02/27/2019 03:00:00 PM,53,29
02/27/2019 04:00:00 PM,164,53
02/27/2019 05:00:00 PM,301,103
02/27/2019 06:00:00 PM,174,62
02/27/2019 07:00:00 PM,83,27
02/27/2019 08:00:00 PM,32,20
02/27/2019 09:00:00 PM,21,18
02/27/2019 10:00:00 PM,22,6
02/27/2019 11:00:00 PM,4,1
02/28/2019 12:00:00 AM,5,1
02/28/2019 01:00:00 AM,3,1
02/28/2019 02:00:00 AM,3,1
02/28/2019 03:00:00 AM,1,1
